3.0,0.0,0.2289156626506024,4.0,0.5888888888888889
3.0,0.0,0.2289156626506024,4.0,0.5888888888888889
3.0,0.0,0.5301204819277109,4.0,0.8444444444444444
3.0,0.0,0.08433734939759036,4.0,0.2222222222222222
3.0,0.0,0.2289156626506024,4.0,0.5888888888888889
3.0,0.0,0.24096385542168675,4.0,0.6
4.0,0.0,0.3253012048192771,4.0,0.28888888888888886
5.0,0.0,0.5903614457831325,4.0,0.23333333333333334
5.0,1.0,0.08433734939759036,4.0,0.05555555555555555
5.0,1.0,0.060240963855421686,5.0,0.3333333333333333
5.0,1.0,0.1686746987951807,1.0,0.1111111111111111
5.0,1.0,0.6746987951807228,5.0,0.18888888888888888
5.0,0.0,0.18072289156626506,5.0,0.4777777777777778
5.0,1.0,0.4578313253012048,4.0,0.2777777777777778
5.0,1.0,0.13253012048192772,5.0,0.05555555555555555
5.0,0.0,0.3493975903614458,5.0,0.12222222222222222
5.0,1.0,0.3855421686746988,5.0,0.7111111111111111
5.0,1.0,0.24096385542168675,5.0,0.12222222222222222
5.0,1.0,0.2891566265060241,2.0,0.4
5.0,0.0,0.3253012048192771,4.0,0.6444444444444445
5.0,1.0,0.5783132530120482,2.0,0.03333333333333333
5.0,0.0,0.27710843373493976,3.0,0.4777777777777778
5.0,1.0,0.14457831325301204,2.0,0.13333333333333333
5.0,1.0,0.3614457831325301,1.0,0.13333333333333333
5.0,1.0,0.5542168674698795,4.0,0.08888888888888889
5.0,1.0,0.3855421686746988,3.0,0.25555555555555554
5.0,1.0,0.30120481927710846,5.0,0.15555555555555556
5.0,0.0,0.5421686746987951,3.0,0.5111111111111111
5.0,1.0,0.46987951807228917,1.0,0.06666666666666667
5.0,1.0,0.7710843373493976,3.0,0.6888888888888889
5.0,0.0,0.6024096385542169,5.0,0.35555555555555557
5.0,1.0,0.13253012048192772,4.0,0.011111111111111112
5.0,0.0,0.12048192771084337,5.0,0.12222222222222222
5.0,1.0,0.46987951807228917,5.0,0.4444444444444444
5.0,0.0,0.07228915662650602,5.0,0.08888888888888889
5.0,1.0,0.6024096385542169,5.0,0.08888888888888889
5.0,1.0,0.6024096385542169,3.0,0.5222222222222223
5.0,1.0,0.12048192771084337,4.0,0.022222222222222223
5.0,1.0,0.3373493975903614,5.0,0.23333333333333334
5.0,1.0,0.7710843373493976,4.0,0.4888888888888889
5.0,0.0,0.4457831325301205,4.0,0.8111111111111111
5.0,1.0,0.3373493975903614,4.0,0.25555555555555554
